["time", "open", "high", "low", "close", "volume"]
["2021-08-09 14:49:00", "141.52", "141.559", "141.5", "141.535", "10135"]
["2021-08-09 14:48:00", "141.545", "141.5544", "141.51", "141.52", "6179"]
["2021-08-09 14:47:00", "141.535", "141.5564", "141.535", "141.545", "3194"]
["2021-08-09 14:46:00", "141.48", "141.58", "141.465", "141.54", "16161"]
["2021-08-09 14:45:00", "141.48", "141.4866", "141.45", "141.47", "13691"]
["2021-08-09 14:44:00", "141.55", "141.55", "141.49", "141.49", "7000"]
["2021-08-09 14:43:00", "141.56", "141.56", "141.5", "141.5416", "12724"]
["2021-08-09 14:42:00", "141.6", "141.61", "141.54", "141.55", "6690"]
["2021-08-09 14:41:00", "141.71", "141.71", "141.56", "141.6", "24304"]
["2021-08-09 14:40:00", "141.76", "141.76", "141.71", "141.71", "17431"]
["2021-08-09 14:39:00", "141.81", "141.815", "141.76", "141.76", "12734"]
["2021-08-09 14:38:00", "141.83", "141.835", "141.8", "141.815", "7409"]
["2021-08-09 14:37:00", "141.8184", "141.85", "141.8", "141.83", "8189"]
["2021-08-09 14:36:00", "141.85", "141.855", "141.79", "141.8194", "14212"]
["2021-08-09 14:35:00", "141.9101", "141.92", "141.8501", "141.8501", "14698"]
["2021-08-09 14:34:00", "141.9", "141.92", "141.89", "141.92", "11214"]
["2021-08-09 14:33:00", "141.91", "141.93", "141.895", "141.905", "10284"]
["2021-08-09 14:32:00", "141.9", "141.91", "141.88", "141.91", "6529"]
["2021-08-09 14:31:00", "141.89", "141.92", "141.88", "141.91", "7544"]
["2021-08-09 14:30:00", "141.885", "141.92", "141.885", "141.89", "8278"]
["2021-08-09 14:29:00", "141.81", "141.9", "141.81", "141.88", "13523"]
["2021-08-09 14:28:00", "141.83", "141.85", "141.81", "141.83", "16530"]
["2021-08-09 14:27:00", "141.99", "141.99", "141.83", "141.84", "41249"]
["2021-08-09 14:26:00", "142.049", "142.06", "141.97", "141.97", "10631"]
["2021-08-09 14:25:00", "142.019", "142.059", "141.97", "142.04", "12027"]
["2021-08-09 14:24:00", "142.01", "142.05", "141.97", "142.01", "12222"]
["2021-08-09 14:23:00", "142.04", "142.04", "141.98", "141.995", "12448"]
["2021-08-09 14:22:00", "142.0", "142.07", "141.99", "142.04", "11368"]
["2021-08-09 14:21:00", "142.02", "142.025", "141.96", "142.0", "11480"]
["2021-08-09 14:20:00", "141.98", "142.02", "141.96", "142.02", "13798"]
["2021-08-09 14:19:00", "142.03", "142.04", "141.98", "141.985", "11252"]
["2021-08-09 14:18:00", "142.04", "142.07", "141.98", "142.04", "12180"]
["2021-08-09 14:17:00", "142.06", "142.06", "142.02", "142.04", "10719"]
["2021-08-09 14:16:00", "142.05", "142.11", "142.02", "142.06", "14083"]
["2021-08-09 14:15:00", "142.02", "142.05", "141.99", "142.05", "9763"]
["2021-08-09 14:14:00", "141.9682", "142.04", "141.96", "142.025", "13835"]
["2021-08-09 14:13:00", "141.94", "141.97", "141.91", "141.97", "8099"]
["2021-08-09 14:12:00", "141.94", "141.94", "141.9", "141.93", "10986"]
["2021-08-09 14:11:00", "141.93", "141.94", "141.91", "141.94", "7672"]
["2021-08-09 14:10:00", "141.93", "141.93", "141.89", "141.92", "10679"]
["2021-08-09 14:09:00", "141.86", "141.93", "141.855", "141.93", "8364"]
["2021-08-09 14:08:00", "141.87", "141.93", "141.82", "141.87", "22183"]
["2021-08-09 14:07:00", "141.83", "141.88", "141.81", "141.869", "8270"]
["2021-08-09 14:06:00", "141.81", "141.88", "141.81", "141.84", "10695"]
["2021-08-09 14:05:00", "141.82", "141.84", "141.77", "141.81", "7717"]
["2021-08-09 14:04:00", "141.8", "141.8436", "141.77", "141.81", "11004"]
["2021-08-09 14:03:00", "141.74", "141.79", "141.71", "141.79", "9952"]
["2021-08-09 14:02:00", "141.7783", "141.79", "141.735", "141.76", "9243"]
["2021-08-09 14:01:00", "141.77", "141.79", "141.74", "141.78", "7657"]
["2021-08-09 14:00:00", "141.77", "141.81", "141.749", "141.7698", "8563"]
["2021-08-09 13:59:00", "141.73", "141.809", "141.73", "141.76", "12591"]
["2021-08-09 13:58:00", "141.72", "141.74", "141.68", "141.74", "5210"]
["2021-08-09 13:57:00", "141.67", "141.729", "141.67", "141.7", "7951"]
["2021-08-09 13:56:00", "141.725", "141.73", "141.68", "141.68", "3341"]
["2021-08-09 13:55:00", "141.7099", "141.75", "141.7", "141.73", "6650"]
["2021-08-09 13:54:00", "141.71", "141.74", "141.67", "141.68", "7213"]
["2021-08-09 13:53:00", "141.69", "141.71", "141.67", "141.7", "6546"]
["2021-08-09 13:52:00", "141.72", "141.76", "141.66", "141.69", "13769"]
["2021-08-09 13:51:00", "141.68", "141.72", "141.65", "141.7", "11791"]
["2021-08-09 13:50:00", "141.66", "141.7", "141.65", "141.7", "8671"]
["2021-08-09 13:49:00", "141.66", "141.68", "141.62", "141.65", "11515"]
["2021-08-09 13:48:00", "141.77", "141.77", "141.65", "141.66", "11378"]
["2021-08-09 13:47:00", "141.75", "141.79", "141.73", "141.77", "13531"]
["2021-08-09 13:46:00", "141.75", "141.77", "141.7101", "141.75", "16663"]
["2021-08-09 13:45:00", "141.68", "141.75", "141.67", "141.75", "13483"]
["2021-08-09 13:44:00", "141.6633", "141.71", "141.66", "141.68", "12919"]
["2021-08-09 13:43:00", "141.64", "141.67", "141.6", "141.65", "11185"]
["2021-08-09 13:42:00", "141.62", "141.6596", "141.58", "141.63", "11983"]
["2021-08-09 13:41:00", "141.6", "141.62", "141.57", "141.6194", "11055"]
["2021-08-09 13:40:00", "141.64", "141.65", "141.53", "141.6", "14833"]
["2021-08-09 13:39:00", "141.7", "141.74", "141.635", "141.635", "19505"]
["2021-08-09 13:38:00", "141.66", "141.73", "141.65", "141.7", "14230"]
["2021-08-09 13:37:00", "141.64", "141.68", "141.62", "141.66", "24967"]
["2021-08-09 13:36:00", "141.68", "141.68", "141.615", "141.64", "15779"]
["2021-08-09 13:35:00", "141.75", "141.75", "141.67", "141.68", "18424"]
["2021-08-09 13:34:00", "141.71", "141.75", "141.71", "141.75", "10161"]
["2021-08-09 13:33:00", "141.66", "141.74", "141.66", "141.71", "25023"]
["2021-08-09 13:32:00", "141.63", "141.69", "141.62", "141.68", "15725"]
["2021-08-09 13:31:00", "141.6126", "141.65", "141.61", "141.63", "9961"]
["2021-08-09 13:30:00", "141.6001", "141.65", "141.6", "141.62", "13304"]
["2021-08-09 13:29:00", "141.53", "141.62", "141.52", "141.6", "17910"]
["2021-08-09 13:28:00", "141.53", "141.545", "141.51", "141.53", "11050"]
["2021-08-09 13:27:00", "141.47", "141.53", "141.47", "141.53", "17148"]
["2021-08-09 13:26:00", "141.45", "141.469", "141.445", "141.469", "5925"]
["2021-08-09 13:25:00", "141.43", "141.46", "141.43", "141.43", "3980"]
["2021-08-09 13:24:00", "141.41", "141.43", "141.375", "141.4227", "10022"]
["2021-08-09 13:23:00", "141.4", "141.43", "141.39", "141.4186", "2448"]
["2021-08-09 13:22:00", "141.31", "141.42", "141.31", "141.39", "8370"]
["2021-08-09 13:21:00", "141.38", "141.38", "141.32", "141.32", "1642"]
["2021-08-09 13:20:00", "141.42", "141.42", "141.35", "141.37", "8596"]
["2021-08-09 13:19:00", "141.42", "141.46", "141.4155", "141.4155", "6774"]
["2021-08-09 13:18:00", "141.46", "141.47", "141.42", "141.4297", "5294"]
["2021-08-09 13:17:00", "141.441", "141.47", "141.44", "141.47", "2058"]
["2021-08-09 13:16:00", "141.47", "141.48", "141.45", "141.46", "7034"]
["2021-08-09 13:15:00", "141.48", "141.489", "141.46", "141.489", "2000"]
["2021-08-09 13:14:00", "141.5", "141.5", "141.445", "141.46", "4050"]
["2021-08-09 13:13:00", "141.535", "141.54", "141.5", "141.5", "50975"]
["2021-08-09 13:12:00", "141.495", "141.54", "141.495", "141.54", "8231"]
["2021-08-09 13:11:00", "141.52", "141.52", "141.49", "141.5", "5007"]
["2021-08-09 13:10:00", "141.55", "141.56", "141.525", "141.525", "5347"]
["2021-08-09 13:09:00", "141.505", "141.555", "141.505", "141.555", "5465"]
["2021-08-09 13:08:00", "141.495", "141.52", "141.47", "141.51", "15239"]
["2021-08-09 13:07:00", "141.502", "141.52", "141.5", "141.5", "3280"]
["2021-08-09 13:06:00", "141.535", "141.535", "141.5", "141.5037", "6121"]
["2021-08-09 13:05:00", "141.52", "141.54", "141.51", "141.53", "3257"]
["2021-08-09 13:04:00", "141.5216", "141.53", "141.51", "141.53", "2605"]
["2021-08-09 13:03:00", "141.46", "141.54", "141.4517", "141.52", "8304"]
["2021-08-09 13:02:00", "141.41", "141.455", "141.41", "141.4401", "7411"]
["2021-08-09 13:01:00", "141.2887", "141.42", "141.2887", "141.42", "31008"]
["2021-08-09 13:00:00", "141.27", "141.29", "141.25", "141.28", "2350"]
["2021-08-09 12:59:00", "141.25", "141.275", "141.25", "141.275", "2809"]
["2021-08-09 12:58:00", "141.25", "141.28", "141.25", "141.25", "2452"]
["2021-08-09 12:57:00", "141.23", "141.26", "141.23", "141.24", "3248"]
["2021-08-09 12:56:00", "141.19", "141.23", "141.19", "141.23", "2675"]
["2021-08-09 12:55:00", "141.22", "141.23", "141.2", "141.2", "5698"]
["2021-08-09 12:54:00", "141.21", "141.23", "141.2095", "141.211", "2359"]
["2021-08-09 12:53:00", "141.21", "141.21", "141.21", "141.21", "1464"]
["2021-08-09 12:52:00", "141.19", "141.22", "141.19", "141.2", "3746"]
["2021-08-09 12:51:00", "141.14", "141.2", "141.14", "141.2", "5213"]
["2021-08-09 12:50:00", "141.15", "141.16", "141.1455", "141.155", "2810"]
["2021-08-09 12:49:00", "141.18", "141.18", "141.12", "141.135", "5407"]
["2021-08-09 12:48:00", "141.18", "141.2", "141.18", "141.2", "1184"]
["2021-08-09 12:47:00", "141.18", "141.2", "141.18", "141.2", "1956"]
["2021-08-09 12:46:00", "141.159", "141.1995", "141.159", "141.1995", "3102"]
["2021-08-09 12:45:00", "141.13", "141.16", "141.12", "141.145", "1888"]
["2021-08-09 12:44:00", "141.17", "141.17", "141.13", "141.135", "4430"]
["2021-08-09 12:43:00", "141.17", "141.17", "141.14", "141.14", "1157"]
["2021-08-09 12:42:00", "141.12", "141.16", "141.11", "141.15", "5111"]
["2021-08-09 12:41:00", "141.1451", "141.15", "141.12", "141.12", "4752"]
["2021-08-09 12:40:00", "141.2", "141.209", "141.1516", "141.155", "3952"]
["2021-08-09 12:39:00", "141.17", "141.2123", "141.17", "141.2123", "11011"]
["2021-08-09 12:38:00", "141.1719", "141.18", "141.13", "141.18", "4725"]
["2021-08-09 12:37:00", "141.14", "141.19", "141.14", "141.1617", "4427"]
["2021-08-09 12:36:00", "141.14", "141.15", "141.12", "141.12", "4448"]
["2021-08-09 12:35:00", "141.1176", "141.14", "141.08", "141.1366", "8713"]
["2021-08-09 12:34:00", "141.13", "141.1401", "141.1", "141.11", "2278"]
["2021-08-09 12:33:00", "141.15", "141.1513", "141.11", "141.14", "4391"]
["2021-08-09 12:32:00", "141.1599", "141.1697", "141.13", "141.15", "6919"]
["2021-08-09 12:31:00", "141.13", "141.16", "141.07", "141.15", "7077"]
["2021-08-09 12:30:00", "141.12", "141.1205", "141.105", "141.1205", "1230"]
["2021-08-09 12:29:00", "141.13", "141.16", "141.1299", "141.14", "5684"]
["2021-08-09 12:28:00", "141.18", "141.19", "141.135", "141.14", "3226"]
["2021-08-09 12:27:00", "141.129", "141.17", "141.129", "141.17", "2857"]
["2021-08-09 12:26:00", "141.171", "141.171", "141.1001", "141.12", "4474"]
["2021-08-09 12:25:00", "141.2", "141.21", "141.161", "141.18", "1963"]
["2021-08-09 12:24:00", "141.139", "141.21", "141.12", "141.2", "6338"]
["2021-08-09 12:23:00", "141.21", "141.21", "141.12", "141.12", "80699"]
["2021-08-09 12:22:00", "141.23", "141.23", "141.2137", "141.23", "118048"]
["2021-08-09 12:21:00", "141.25", "141.2799", "141.24", "141.24", "3938"]
["2021-08-09 12:20:00", "141.26", "141.27", "141.25", "141.27", "2391"]
["2021-08-09 12:19:00", "141.254", "141.26", "141.24", "141.25", "3137"]
["2021-08-09 12:18:00", "141.2699", "141.2778", "141.24", "141.256", "4302"]
["2021-08-09 12:17:00", "141.295", "141.32", "141.27", "141.27", "5237"]
["2021-08-09 12:16:00", "141.23", "141.27", "141.22", "141.27", "13139"]
["2021-08-09 12:15:00", "141.2592", "141.26", "141.235", "141.24", "5944"]
["2021-08-09 12:14:00", "141.25", "141.26", "141.2475", "141.2475", "2660"]
["2021-08-09 12:13:00", "141.23", "141.2489", "141.2185", "141.23", "2178"]
["2021-08-09 12:12:00", "141.26", "141.26", "141.22", "141.23", "3542"]
["2021-08-09 12:11:00", "141.24", "141.25", "141.22", "141.24", "2858"]
["2021-08-09 12:10:00", "141.23", "141.24", "141.21", "141.24", "8702"]
["2021-08-09 12:09:00", "141.24", "141.24", "141.22", "141.2299", "3519"]
["2021-08-09 12:08:00", "141.305", "141.305", "141.235", "141.235", "2865"]
["2021-08-09 12:07:00", "141.23", "141.29", "141.22", "141.29", "3120"]
["2021-08-09 12:06:00", "141.1167", "141.22", "141.1167", "141.22", "20099"]
["2021-08-09 12:05:00", "141.16", "141.16", "141.1", "141.12", "16459"]
["2021-08-09 12:04:00", "141.2292", "141.2292", "141.12", "141.16", "120265"]
["2021-08-09 12:03:00", "141.29", "141.29", "141.235", "141.235", "3419"]
["2021-08-09 12:02:00", "141.38", "141.38", "141.2966", "141.3", "3995"]
["2021-08-09 12:01:00", "141.305", "141.37", "141.29", "141.37", "6043"]
["2021-08-09 12:00:00", "141.2976", "141.35", "141.295", "141.305", "4336"]
["2021-08-09 11:59:00", "141.34", "141.38", "141.28", "141.3", "10461"]
["2021-08-09 11:58:00", "141.27", "141.35", "141.27", "141.33", "20069"]
["2021-08-09 11:57:00", "141.28", "141.32", "141.2601", "141.2601", "4413"]
["2021-08-09 11:56:00", "141.24", "141.2957", "141.24", "141.2957", "3207"]
["2021-08-09 11:55:00", "141.22", "141.23", "141.2", "141.21", "7594"]
["2021-08-09 11:54:00", "141.25", "141.25", "141.21", "141.21", "7394"]
["2021-08-09 11:53:00", "141.27", "141.28", "141.24", "141.24", "5058"]
["2021-08-09 11:52:00", "141.25", "141.29", "141.23", "141.245", "5720"]
["2021-08-09 11:51:00", "141.23", "141.26", "141.2", "141.2499", "6639"]
["2021-08-09 11:50:00", "141.1968", "141.2775", "141.18", "141.23", "6121"]
["2021-08-09 11:49:00", "141.26", "141.29", "141.185", "141.2", "10404"]
["2021-08-09 11:48:00", "141.25", "141.28", "141.24", "141.25", "5960"]
["2021-08-09 11:47:00", "141.24", "141.2855", "141.2316", "141.28", "4253"]
["2021-08-09 11:46:00", "141.25", "141.25", "141.2", "141.2281", "6058"]
["2021-08-09 11:45:00", "141.26", "141.2905", "141.25", "141.26", "5247"]
["2021-08-09 11:44:00", "141.18", "141.3", "141.17", "141.26", "11622"]
["2021-08-09 11:43:00", "141.14", "141.1939", "141.14", "141.165", "5844"]
["2021-08-09 11:42:00", "141.12", "141.17", "141.12", "141.135", "1633"]
["2021-08-09 11:41:00", "141.11", "141.18", "141.1", "141.14", "5840"]
["2021-08-09 11:40:00", "141.17", "141.17", "141.09", "141.11", "9341"]
["2021-08-09 11:39:00", "141.275", "141.275", "141.16", "141.1799", "10515"]
["2021-08-09 11:38:00", "141.305", "141.32", "141.24", "141.28", "4871"]
["2021-08-09 11:37:00", "141.3475", "141.35", "141.27", "141.29", "6152"]
["2021-08-09 11:36:00", "141.31", "141.355", "141.31", "141.33", "3658"]
["2021-08-09 11:35:00", "141.275", "141.37", "141.255", "141.33", "9729"]
["2021-08-09 11:34:00", "141.27", "141.33", "141.26", "141.26", "29487"]
["2021-08-09 11:33:00", "141.2", "141.3", "141.2", "141.27", "7349"]
["2021-08-09 11:32:00", "141.2", "141.22", "141.16", "141.2", "9261"]
["2021-08-09 11:31:00", "141.14", "141.22", "141.11", "141.2", "8865"]
["2021-08-09 11:30:00", "141.18", "141.18", "141.095", "141.15", "6766"]
["2021-08-09 11:29:00", "141.12", "141.17", "141.04", "141.17", "8535"]
["2021-08-09 11:28:00", "141.13", "141.17", "141.05", "141.12", "9196"]
["2021-08-09 11:27:00", "141.09", "141.157", "141.08", "141.11", "9782"]
["2021-08-09 11:26:00", "141.155", "141.1746", "141.03", "141.09", "21099"]
["2021-08-09 11:25:00", "141.16", "141.19", "141.08", "141.15", "17177"]
["2021-08-09 11:24:00", "141.28", "141.29", "141.1", "141.18", "27672"]
["2021-08-09 11:23:00", "141.33", "141.34", "141.275", "141.275", "4538"]
["2021-08-09 11:22:00", "141.374", "141.3897", "141.34", "141.34", "4828"]
["2021-08-09 11:21:00", "141.35", "141.39", "141.32", "141.39", "5726"]
["2021-08-09 11:20:00", "141.27", "141.37", "141.27", "141.36", "4183"]
["2021-08-09 11:19:00", "141.315", "141.33", "141.26", "141.26", "6445"]
["2021-08-09 11:18:00", "141.39", "141.39", "141.28", "141.315", "12030"]
["2021-08-09 11:17:00", "141.39", "141.46", "141.38", "141.39", "11756"]
["2021-08-09 11:16:00", "141.36", "141.395", "141.3274", "141.395", "6743"]
["2021-08-09 11:15:00", "141.3537", "141.41", "141.345", "141.36", "10376"]
["2021-08-09 11:14:00", "141.3355", "141.36", "141.32", "141.36", "5646"]
["2021-08-09 11:13:00", "141.31", "141.34", "141.31", "141.33", "4176"]
["2021-08-09 11:12:00", "141.225", "141.315", "141.22", "141.315", "10978"]
["2021-08-09 11:11:00", "141.2", "141.25", "141.195", "141.22", "3437"]
["2021-08-09 11:10:00", "141.19", "141.2161", "141.18", "141.19", "2750"]
["2021-08-09 11:09:00", "141.17", "141.2", "141.125", "141.2", "6708"]
["2021-08-09 11:08:00", "141.15", "141.169", "141.12", "141.145", "3601"]
["2021-08-09 11:07:00", "141.14", "141.18", "141.14", "141.1695", "4876"]
["2021-08-09 11:06:00", "141.0995", "141.12", "141.06", "141.12", "6778"]
["2021-08-09 11:05:00", "141.1024", "141.11", "141.0347", "141.1", "5895"]
["2021-08-09 11:04:00", "141.08", "141.1", "141.04", "141.1", "4347"]
["2021-08-09 11:03:00", "141.065", "141.12", "141.06", "141.105", "7318"]
["2021-08-09 11:02:00", "141.07", "141.14", "141.06", "141.07", "31925"]
["2021-08-09 11:01:00", "141.09", "141.09", "141.05", "141.0866", "4967"]
["2021-08-09 11:00:00", "141.04", "141.1362", "141.04", "141.09", "6851"]
["2021-08-09 10:59:00", "141.04", "141.115", "141.03", "141.05", "7971"]
["2021-08-09 10:58:00", "141.12", "141.12", "140.97", "141.059", "65930"]
["2021-08-09 10:57:00", "141.13", "141.15", "141.11", "141.12", "5238"]
["2021-08-09 10:56:00", "141.17", "141.17", "141.12", "141.13", "7464"]
["2021-08-09 10:55:00", "141.32", "141.32", "141.16", "141.16", "8012"]
["2021-08-09 10:54:00", "141.43", "141.44", "141.31", "141.34", "10432"]
["2021-08-09 10:53:00", "141.29", "141.42", "141.29", "141.42", "10193"]
["2021-08-09 10:52:00", "141.215", "141.31", "141.215", "141.29", "13709"]
["2021-08-09 10:51:00", "141.17", "141.26", "141.17", "141.2", "14969"]
["2021-08-09 10:50:00", "141.2", "141.206", "141.15", "141.19", "13346"]
["2021-08-09 10:49:00", "141.28", "141.28", "141.21", "141.21", "18913"]
["2021-08-09 10:48:00", "141.295", "141.3", "141.2691", "141.28", "2739"]
["2021-08-09 10:47:00", "141.279", "141.3", "141.27", "141.3", "5208"]
["2021-08-09 10:46:00", "141.25", "141.315", "141.25", "141.31", "3586"]
["2021-08-09 10:45:00", "141.3095", "141.3095", "141.2", "141.23", "4987"]
["2021-08-09 10:44:00", "141.3284", "141.3284", "141.26", "141.29", "4862"]
["2021-08-09 10:43:00", "141.27", "141.32", "141.26", "141.3", "3654"]
["2021-08-09 10:42:00", "141.2799", "141.3", "141.26", "141.2827", "3306"]
["2021-08-09 10:41:00", "141.2093", "141.29", "141.2093", "141.28", "2870"]
["2021-08-09 10:40:00", "141.29", "141.2969", "141.21", "141.23", "8073"]
["2021-08-09 10:39:00", "141.29", "141.355", "141.29", "141.29", "7787"]
["2021-08-09 10:38:00", "141.2711", "141.3", "141.24", "141.28", "11245"]
["2021-08-09 10:37:00", "141.22", "141.29", "141.19", "141.28", "17968"]
["2021-08-09 10:36:00", "141.26", "141.26", "141.184", "141.21", "7868"]
["2021-08-09 10:35:00", "141.31", "141.32", "141.248", "141.248", "5485"]
["2021-08-09 10:34:00", "141.415", "141.43", "141.32", "141.33", "9345"]
["2021-08-09 10:33:00", "141.43", "141.43", "141.39", "141.415", "9688"]
["2021-08-09 10:32:00", "141.41", "141.46", "141.385", "141.41", "5892"]
